trait_type,trait_value,trait_unit,individual_pk,life_stage_general_initial,life_stage_general_final,species_reported,scientific_name
development,2,Days,TRAIND008692,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008693,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008694,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008695,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008696,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008697,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008698,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008699,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008700,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008701,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008702,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008703,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008704,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008705,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008706,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008707,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND008708,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008709,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008710,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008711,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008712,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008713,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008714,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008715,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008716,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008717,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008718,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008719,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008720,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008721,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008722,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008723,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008724,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008725,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008726,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008727,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008728,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008729,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008730,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008731,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008732,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008733,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008734,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND008735,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008736,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008737,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008738,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008739,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008740,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008741,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008742,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008743,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008744,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008745,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008746,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008747,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008748,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008749,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008750,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008751,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008752,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008753,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008754,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008755,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008756,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008757,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008758,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008759,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008760,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008761,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008762,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008763,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008764,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008765,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008766,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008767,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008768,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008769,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008770,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008771,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008772,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND008773,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008774,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008775,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008776,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008777,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008778,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008779,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008780,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008781,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008782,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008783,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008784,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008785,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008786,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008787,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008788,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008789,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008790,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008791,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008792,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008793,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008794,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008795,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008796,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008797,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND008798,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008799,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008800,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008801,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008802,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008803,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008804,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008805,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008806,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008807,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008808,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008809,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008810,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008811,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008812,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008813,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008814,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND008815,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008816,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008817,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008818,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008819,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008820,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008821,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008822,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND008823,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND008824,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND008825,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND008826,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND008827,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND008828,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND008829,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND008830,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND008831,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND008832,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND008833,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND008834,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND008835,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND008836,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND008837,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND008838,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND008839,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND008840,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,22,Days,TRAIND008841,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND008842,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,24,Days,TRAIND008843,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND008844,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,26,Days,TRAIND008845,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,27,Days,TRAIND008846,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,28,Days,TRAIND008847,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,28,Days,TRAIND008848,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,28,Days,TRAIND008849,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,29,Days,TRAIND008850,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,29,Days,TRAIND008851,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,29,Days,TRAIND008852,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,29,Days,TRAIND008853,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,30,Days,TRAIND008854,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,30,Days,TRAIND008855,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,30,Days,TRAIND008856,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,30,Days,TRAIND008857,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,30,Days,TRAIND008858,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,31,Days,TRAIND008859,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,31,Days,TRAIND008860,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,31,Days,TRAIND008861,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,32,Days,TRAIND008862,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,33,Days,TRAIND008863,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,34,Days,TRAIND008864,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,35,Days,TRAIND008865,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,36,Days,TRAIND008866,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,37,Days,TRAIND008867,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,38,Days,TRAIND008868,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,39,Days,TRAIND008869,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,40,Days,TRAIND008870,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,41,Days,TRAIND008871,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008872,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008873,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008874,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008875,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008876,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008877,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,42,Days,TRAIND008878,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008879,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008880,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,1,Days,TRAIND008881,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008882,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008883,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008884,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008885,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008886,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008887,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008888,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008889,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008890,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008891,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008892,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008893,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008894,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008895,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008896,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008897,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008898,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008899,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008900,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008901,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008902,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008903,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008904,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008905,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008906,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008907,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008908,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008909,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008910,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008911,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008912,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008913,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008914,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008915,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008916,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND008917,nymph,adult,Aphidius_ervi,"Aphidius ervi Haliday, 1834"
